TypeName,Inches,Ram,OpSys,Weight,Price_in_euros,ips,touchscreen,resolution_parsed,first_storage,second_storage,first_type,second_storage_type,gpu_brand,cpu_brand
3,15.6,8,2,2.5,879.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,4,5,2.2,409.0,False,False,3,500.0,-1.0,1,0,1,1
3,11.6,2,5,1.15,304.45,False,False,0,32.0,-1.0,0,0,1,1
3,15.6,4,5,2.1,469.0,False,False,3,1024.0,-1.0,1,0,0,1
0,13.3,8,5,1.6,789.01,True,True,3,256.0,-1.0,3,0,1,1
0,13.3,8,5,1.27,928.0,True,True,3,256.0,-1.0,3,0,1,1
3,15.6,4,2,2.3,598.9,False,False,3,256.0,-1.0,3,0,0,1
3,13.3,4,5,1.65,689.0,False,False,0,128.0,-1.0,3,0,1,1
4,14.0,8,5,1.43,1500.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.14,539.95,False,False,0,1024.0,-1.0,1,0,1,1
4,14.0,8,5,1.75,1215.38,True,False,3,256.0,-1.0,3,0,0,1
3,15.6,8,5,2.31,1427.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,2,2.3,597.0,False,False,3,1024.0,-1.0,1,0,2,1
1,15.6,8,5,2.62,1159.0,True,False,3,128.0,1024.0,3,1,2,1
3,15.6,8,5,2.02,1142.4,False,False,3,256.0,2048.0,3,1,0,1
4,14.0,8,2,1.6,1099.0,False,False,3,256.0,-1.0,3,0,1,1
3,13.3,8,5,1.4,1010.0,True,False,3,256.0,-1.0,3,0,1,1
3,14.0,4,5,1.7,599.0,True,False,3,128.0,-1.0,3,0,1,1
3,15.6,4,5,2.1,347.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,4,2,2.0,559.0,False,False,3,256.0,-1.0,3,0,1,1
3,17.3,8,5,2.8,519.0,False,False,2,1024.0,-1.0,1,0,0,0
3,15.6,4,5,2.2,749.0,False,False,3,256.0,-1.0,3,0,0,1
4,12.5,8,5,1.36,1429.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.2,349.0,False,False,3,128.0,-1.0,3,0,1,1
1,15.6,8,5,2.2,1099.0,True,False,3,128.0,1024.0,3,1,2,1
3,14.0,8,5,1.64,1179.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,4,2,2.4,441.8,False,False,0,500.0,-1.0,1,0,1,1
1,15.6,8,5,2.2,1027.74,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,5,1.91,589.0,False,False,0,128.0,-1.0,3,0,1,1
3,14.0,8,5,1.65,1345.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.36,979.0,False,False,3,128.0,1024.0,3,1,0,1
0,11.6,4,5,1.47,479.0,False,True,0,500.0,-1.0,1,0,1,1
3,17.3,8,5,2.5,639.9,False,False,2,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.23,544.0,False,False,3,1024.0,-1.0,1,0,2,1
2,11.6,4,5,1.4,435.0,False,False,0,128.0,-1.0,3,0,1,1
3,15.6,8,5,2.37,749.0,False,False,3,1024.0,-1.0,1,0,1,1
3,14.0,8,4,1.5,799.0,True,False,3,512.0,-1.0,3,0,0,1
3,15.6,4,5,2.0,304.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,4,5,2.2,469.0,False,False,0,500.0,-1.0,1,0,2,1
3,15.6,8,5,2.02,759.0,False,False,3,2048.0,-1.0,1,0,0,1
3,15.6,8,5,1.9,1154.0,False,False,3,500.0,-1.0,1,0,0,1
3,15.6,12,5,2.06,1299.0,True,False,9,128.0,1024.0,3,1,1,1
3,14.0,8,5,1.79,740.0,False,False,0,128.0,-1.0,3,0,1,1
3,14.0,8,5,1.7,1364.0,False,False,3,180.0,-1.0,3,0,1,1
3,15.6,8,5,2.2,675.0,False,False,3,1024.0,-1.0,1,0,0,1
3,15.6,8,5,2.16,1262.0,True,False,3,512.0,-1.0,3,0,2,1
3,15.6,4,5,2.18,586.6,False,False,0,1024.0,-1.0,1,0,1,1
3,13.3,4,5,1.49,726.0,True,False,3,128.0,-1.0,3,0,1,1
3,15.6,4,5,2.3,565.0,False,False,0,128.0,-1.0,3,0,1,1
3,14.0,8,5,1.75,1049.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.3,1011.99,True,False,3,256.0,-1.0,3,0,2,1
1,15.6,8,5,1.99,1350.0,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,8,5,2.2,579.0,False,False,0,1024.0,-1.0,1,0,0,0
1,17.3,24,5,4.33,1269.0,True,True,3,256.0,1024.0,3,1,2,1
4,12.5,8,5,1.3,1099.0,True,False,0,180.0,-1.0,3,0,1,1
3,15.6,8,5,2.17,898.9,False,False,3,256.0,-1.0,3,0,1,1
3,13.3,8,5,1.4,949.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.3,911.0,True,False,3,256.0,-1.0,3,0,1,1
2,11.6,4,6,1.2,340.0,False,False,0,64.0,-1.0,0,0,1,1
3,15.6,8,5,1.91,618.99,False,False,0,256.0,-1.0,3,0,0,1
3,14.0,4,5,2.1,299.0,False,False,0,500.0,-1.0,1,0,1,1
2,11.6,4,1,1.25,265.0,False,False,0,16.0,-1.0,3,0,1,1
3,13.3,8,5,1.44,949.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.0,1224.0,False,False,3,256.0,1024.0,3,1,1,1
3,15.6,4,5,2.2,613.0,True,False,3,1024.0,-1.0,1,0,2,1
4,13.3,8,5,1.34,1323.0,True,False,3,512.0,-1.0,3,0,1,1
1,15.6,8,4,2.4,1149.0,True,False,3,256.0,1024.0,3,1,2,1
4,13.3,8,5,1.29,899.0,True,True,3,128.0,-1.0,3,0,1,1
3,15.6,4,5,2.2,639.0,False,False,3,500.0,-1.0,1,0,2,1
3,15.6,8,5,2.18,836.0,False,False,3,1024.0,-1.0,1,0,1,1
3,15.6,16,5,2.2,1219.24,False,False,3,256.0,2048.0,3,1,0,1
2,11.6,2,5,1.1,245.0,False,False,0,32.0,-1.0,0,0,1,1
3,15.6,4,5,2.04,521.47,False,True,0,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.04,889.0,False,False,3,256.0,-1.0,3,0,2,1
1,15.6,8,5,3.2,1399.0,True,False,3,256.0,1024.0,3,1,2,1
4,13.3,8,5,1.32,1399.0,True,False,3,256.0,-1.0,3,0,1,1
3,14.0,8,5,1.64,1279.73,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,1.63,689.0,False,False,0,128.0,-1.0,3,0,1,1
3,17.3,8,2,2.8,889.0,True,False,3,128.0,1024.0,3,1,0,1
3,14.0,8,7,2.02,1340.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.2,799.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,8,4,2.2,459.0,False,False,0,2048.0,-1.0,1,0,2,1
3,15.6,4,5,2.3,585.0,False,False,3,500.0,-1.0,1,0,0,1
3,15.6,8,5,1.9,1377.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.0,860.0,True,False,3,500.0,-1.0,1,0,1,1
3,15.6,8,5,2.0,1299.0,True,False,9,256.0,1024.0,3,1,2,1
3,15.6,8,5,1.93,1369.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,5,2.2,797.41,False,False,3,256.0,-1.0,3,0,0,1
3,15.6,4,5,1.86,398.99,False,False,3,256.0,-1.0,3,0,1,1
3,14.0,8,5,1.87,859.0,True,False,3,256.0,-1.0,3,0,2,1
4,13.3,8,5,1.2,1399.0,False,True,6,256.0,-1.0,3,0,1,1
3,14.0,4,5,1.6,735.87,False,False,3,128.0,-1.0,3,0,1,1
4,13.3,8,5,1.34,1145.0,True,False,6,256.0,-1.0,3,0,1,1
1,15.6,8,2,2.4,798.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,4,5,2.0,349.0,False,False,0,500.0,-1.0,1,0,0,0
3,15.6,4,5,2.1,705.5,False,False,3,128.0,-1.0,3,0,1,1
3,14.0,4,5,1.87,785.0,False,False,3,500.0,-1.0,1,0,1,1
3,15.6,4,4,2.15,462.35,False,False,3,1024.0,-1.0,1,0,1,1
3,15.6,4,5,1.86,397.0,False,False,3,500.0,-1.0,1,0,1,1
3,15.6,4,5,2.2,499.0,False,False,3,128.0,-1.0,3,0,1,1
3,15.6,8,5,1.9,1116.99,False,False,3,256.0,-1.0,3,0,1,1
3,17.3,8,5,2.65,544.15,False,False,2,1024.0,-1.0,1,0,1,1
3,17.3,8,5,2.63,1280.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,4,2,2.0,224.0,False,False,0,500.0,-1.0,1,0,1,1
3,17.3,6,5,2.8,949.0,False,False,2,128.0,1024.0,3,1,2,1
3,15.6,6,5,1.91,568.9,True,False,3,128.0,-1.0,3,0,0,0
3,15.6,4,5,2.18,617.9,False,False,0,1024.0,-1.0,1,0,0,1
0,11.6,4,5,1.25,349.0,True,True,3,32.0,-1.0,0,0,1,1
3,15.6,4,5,2.05,630.0,False,False,3,128.0,-1.0,3,0,1,1
3,15.6,8,5,2.5,839.0,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,5,1.93,959.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,4,5,2.2,344.0,False,False,3,500.0,-1.0,1,0,1,1
3,14.0,4,5,2.02,990.0,False,False,0,500.0,-1.0,1,0,1,1
3,14.0,8,5,1.94,389.0,False,False,0,2048.0,-1.0,1,0,1,1
3,15.6,6,5,1.95,649.0,True,False,3,256.0,-1.0,3,0,0,0
3,15.6,8,5,2.3,830.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.05,685.0,False,False,3,500.0,-1.0,1,0,1,1
3,15.6,8,2,2.2,749.01,False,False,3,256.0,-1.0,3,0,0,1
3,15.6,8,5,1.9,1008.52,False,False,0,500.0,-1.0,1,0,1,1
3,13.3,4,5,1.49,719.0,False,False,3,128.0,-1.0,3,0,1,1
2,11.6,4,1,1.26,295.0,False,False,0,16.0,-1.0,0,0,1,1
1,17.3,16,5,3.78,1498.0,True,False,3,256.0,1024.0,3,1,2,1
3,15.6,12,5,2.2,609.0,False,True,0,1024.0,-1.0,1,0,1,1
0,15.6,8,5,2.2,739.0,False,True,0,1024.0,-1.0,1,0,1,1
3,15.6,12,5,2.2,949.0,False,False,3,512.0,-1.0,3,0,0,0
0,11.6,4,5,1.39,603.0,False,True,0,128.0,-1.0,3,0,1,1
3,17.3,4,4,2.8,529.0,False,False,3,500.0,-1.0,1,0,1,1
3,15.6,8,5,2.29,459.0,False,False,0,1024.0,-1.0,1,0,1,1
3,14.0,8,5,1.7,1474.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,1.84,1219.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.1,668.48,False,False,0,500.0,-1.0,1,0,1,1
3,14.0,4,5,1.6,329.0,False,False,3,32.0,-1.0,0,0,1,1
3,15.6,4,2,2.18,465.0,False,False,0,1024.0,-1.0,1,0,0,1
3,15.6,8,5,2.2,1399.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,6,5,2.4,564.0,False,False,3,1024.0,-1.0,1,0,1,1
0,15.6,8,5,2.0,1299.0,True,True,3,256.0,-1.0,3,0,1,1
3,14.0,4,5,1.6,349.0,False,False,0,128.0,-1.0,0,0,1,1
1,15.6,16,5,2.59,879.01,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,4,2,2.18,443.9,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,4,2,2.25,359.0,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,4,2,1.93,869.0,False,False,0,500.0,-1.0,1,0,1,1
1,17.3,8,5,3.0,1168.0,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,2,2.18,569.0,False,False,3,128.0,-1.0,3,0,0,1
4,15.6,8,5,1.84,1389.0,False,False,3,512.0,-1.0,3,0,1,1
0,11.6,4,1,1.25,379.0,True,True,0,32.0,-1.0,0,0,1,1
3,14.0,8,5,2.31,1124.0,False,False,0,256.0,-1.0,3,0,1,1
3,14.0,8,7,1.65,1465.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.2,776.0,False,False,3,1024.0,-1.0,1,0,0,1
3,15.6,4,7,1.88,932.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,8,5,2.2,899.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,4,4,2.2,468.0,False,False,3,128.0,-1.0,3,0,1,1
0,13.3,6,5,1.5,639.01,False,True,3,1024.0,-1.0,1,0,1,1
1,15.6,16,5,2.62,1479.0,False,False,3,256.0,1024.0,3,1,2,1
3,15.6,4,5,1.8,829.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.2,579.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,8,5,2.0,399.0,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,8,5,1.99,906.62,False,False,3,1024.0,-1.0,1,0,2,1
3,14.0,2,5,1.42,249.0,False,False,0,32.0,-1.0,0,0,1,1
1,15.6,8,5,2.5,1109.0,True,False,3,128.0,1024.0,3,1,2,1
3,17.0,8,5,2.6,520.9,False,False,2,1024.0,-1.0,1,0,0,0
1,15.6,8,4,2.5,1169.0,True,False,3,1024.0,-1.0,1,0,2,1
3,15.6,4,5,2.4,450.0,False,False,0,500.0,-1.0,1,0,1,1
3,14.0,4,5,1.43,274.0,False,False,0,32.0,-1.0,0,0,1,1
4,14.0,8,5,1.8,919.0,True,False,3,256.0,-1.0,3,0,1,1
3,13.3,8,5,1.2,1213.0,False,False,3,256.0,-1.0,3,0,1,1
1,15.6,8,2,2.4,709.0,False,False,3,1024.0,-1.0,1,0,2,1
4,13.3,8,5,1.2,1449.9,False,False,3,256.0,-1.0,3,0,1,1
1,15.6,8,5,2.2,1191.8,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,4,1.86,364.9,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,8,5,2.0,1064.0,True,False,3,500.0,-1.0,1,0,1,1
3,15.6,8,5,2.2,919.0,False,False,3,256.0,-1.0,3,0,0,1
3,15.6,16,5,2.2,1135.0,False,False,3,256.0,2048.0,3,1,0,1
1,15.6,8,5,3.31,1196.0,True,False,3,128.0,1024.0,3,1,2,1
3,14.0,8,5,1.56,1229.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.2,419.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,4,5,2.2,535.0,False,False,3,500.0,-1.0,1,0,1,1
3,15.6,6,5,2.04,539.0,False,False,3,1024.0,-1.0,1,0,0,1
1,17.3,8,5,2.7,1486.77,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,5,2.1,498.0,False,False,0,128.0,-1.0,3,0,1,1
3,15.6,8,5,2.06,955.0,False,False,3,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.1,745.0,False,False,3,1024.0,-1.0,1,0,0,1
3,15.6,8,5,2.0,1258.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,2,2.1,412.0,False,False,0,128.0,-1.0,3,0,1,1
3,15.6,8,5,1.9,817.95,False,False,3,128.0,1024.0,3,1,0,1
0,13.3,8,5,1.3,1034.0,True,True,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.2,349.0,False,False,0,128.0,-1.0,3,0,0,0
0,14.0,4,5,1.63,699.0,True,True,3,128.0,-1.0,3,0,2,1
1,15.6,16,5,2.4,1294.0,False,False,3,256.0,1024.0,3,1,2,1
4,14.0,8,5,1.1,1135.0,False,False,3,256.0,-1.0,3,0,1,1
0,11.6,8,1,1.4,495.0,False,True,0,64.0,-1.0,0,0,1,1
1,15.6,16,5,2.5,1299.0,False,False,3,256.0,-1.0,3,0,2,1
1,15.6,8,5,2.2,997.9,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,4,5,1.86,419.0,False,False,0,128.0,-1.0,3,0,1,1
3,17.3,4,5,2.5,699.0,True,False,3,256.0,-1.0,3,0,0,1
0,13.3,8,5,1.19,1499.0,True,True,3,512.0,-1.0,3,0,1,1
3,15.6,4,5,1.86,612.61,False,False,0,500.0,-1.0,1,0,0,1
3,15.6,4,5,2.2,545.67,False,False,0,1024.0,-1.0,1,0,0,1
3,17.3,6,5,2.65,569.0,True,False,3,2048.0,-1.0,1,0,0,0
3,15.6,4,5,2.1,318.0,False,False,0,500.0,-1.0,1,0,1,1
3,14.0,4,1,1.45,375.0,False,False,0,32.0,-1.0,0,0,1,1
3,14.0,4,5,1.7,699.0,False,False,3,256.0,-1.0,3,0,1,1
3,13.3,8,5,1.5,973.0,True,False,3,256.0,-1.0,3,0,1,1
2,11.6,4,5,1.4,269.0,False,False,0,32.0,-1.0,0,0,1,1
0,12.5,4,1,1.2,669.0,False,True,3,64.0,-1.0,0,0,1,1
3,15.6,4,5,2.1,689.0,True,False,3,500.0,-1.0,1,0,0,1
1,15.6,8,5,2.56,819.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,4,5,2.2,399.0,False,False,3,256.0,-1.0,3,0,0,0
3,15.6,8,5,2.2,429.0,False,False,0,1024.0,-1.0,1,0,0,0
3,15.6,4,5,2.1,621.45,False,False,3,1024.0,1024.0,1,1,1,1
3,15.6,4,4,1.9,450.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,8,5,2.18,795.0,False,False,3,256.0,-1.0,3,0,1,1
0,13.3,8,5,1.6,999.0,True,True,3,256.0,-1.0,3,0,1,1
3,14.0,8,5,1.8,1191.0,False,False,3,256.0,-1.0,3,0,1,1
3,17.3,6,5,2.71,655.01,True,False,3,2048.0,-1.0,1,0,0,0
1,15.6,8,5,2.5,1249.0,True,False,3,128.0,1024.0,3,1,2,1
3,14.0,8,2,1.64,1089.0,False,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,2,1.98,726.0,False,False,3,1024.0,-1.0,1,0,1,1
3,14.0,4,5,1.5,298.0,False,False,3,32.0,-1.0,0,0,1,1
3,15.6,16,5,1.93,1426.66,False,False,3,512.0,-1.0,3,0,1,1
3,14.0,8,5,1.87,857.07,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,5,1.9,1179.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.19,298.0,False,False,0,500.0,-1.0,1,0,0,0
3,17.3,8,5,2.63,1200.0,False,False,3,256.0,-1.0,3,0,2,1
0,13.3,8,5,1.58,836.6,True,True,0,256.0,-1.0,3,0,1,1
4,14.0,8,5,1.32,1499.0,True,False,3,256.0,-1.0,3,0,1,1
1,17.3,8,5,2.7,1348.48,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,4,1.9,489.9,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.2,719.0,False,False,3,128.0,1024.0,3,1,0,1
0,13.3,4,5,1.71,649.0,False,True,3,1024.0,-1.0,1,0,1,1
3,15.6,8,2,2.32,589.52,False,False,0,1024.0,-1.0,1,0,0,1
3,15.6,4,5,2.1,489.0,False,False,3,1024.0,-1.0,1,0,0,0
3,15.6,12,5,2.25,649.0,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,6,5,2.1,650.0,False,False,3,128.0,1024.0,3,1,0,0
3,15.6,4,5,2.4,559.0,False,False,0,500.0,-1.0,1,0,1,1
3,13.3,8,5,1.44,960.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,1.85,779.0,False,False,3,1024.0,-1.0,1,0,1,1
0,13.3,8,5,1.55,659.0,False,True,3,1024.0,-1.0,1,0,1,1
3,15.6,4,5,2.4,410.8,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,8,5,2.0,1207.0,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,8,5,2.0,665.0,False,False,0,256.0,-1.0,3,0,1,1
0,14.0,8,5,1.7,999.0,False,True,3,256.0,-1.0,3,0,1,1
3,14.0,2,1,1.68,330.0,False,False,0,32.0,-1.0,0,0,1,1
3,15.6,8,5,1.86,539.0,False,False,3,256.0,-1.0,3,0,1,1
3,14.0,8,5,1.6,1126.71,False,False,0,256.0,-1.0,3,0,1,1
2,11.6,4,5,1.4,475.0,False,True,0,128.0,-1.0,3,0,1,1
3,15.6,4,4,2.45,579.0,False,False,0,1024.0,-1.0,1,0,2,1
4,14.0,4,5,1.7,1096.0,False,False,3,180.0,-1.0,3,0,1,1
3,15.6,4,5,2.37,849.9,False,False,0,256.0,-1.0,3,0,1,1
0,13.3,8,5,1.3,1199.0,True,True,6,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.2,1099.0,True,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,5,2.1,599.0,False,False,0,256.0,-1.0,3,0,1,1
1,15.6,8,5,2.5,1048.0,True,False,3,128.0,1024.0,3,1,2,1
4,13.3,8,5,1.2,1129.0,True,False,6,256.0,-1.0,3,0,1,1
3,13.3,4,5,1.65,849.0,False,False,0,500.0,-1.0,1,0,1,1
3,13.3,4,5,1.6,655.0,False,False,0,128.0,-1.0,3,0,1,1
3,17.3,4,5,2.8,470.34,False,False,0,1024.0,-1.0,1,0,2,1
1,15.6,16,5,2.72,1099.0,True,True,9,128.0,1024.0,3,1,2,1
3,15.6,4,2,2.1,298.0,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,16,5,2.3,1181.27,False,False,3,256.0,-1.0,3,0,0,1
3,14.0,4,5,1.75,1020.0,True,False,0,128.0,-1.0,3,0,1,1
1,15.6,8,5,2.62,1099.0,False,False,3,1024.0,-1.0,1,0,2,1
4,12.5,4,5,1.26,1244.0,False,False,0,256.0,-1.0,3,0,1,1
0,15.6,12,5,2.3,839.0,False,True,3,2048.0,-1.0,1,0,2,1
3,14.0,4,5,1.8,636.0,True,False,3,128.0,-1.0,3,0,1,1
3,15.6,8,5,2.0,581.9,False,False,3,128.0,-1.0,3,0,1,1
3,15.6,8,4,2.2,329.0,False,False,0,1024.0,-1.0,1,0,1,1
1,15.6,8,5,2.2,1089.0,False,False,3,128.0,1024.0,3,1,2,1
1,15.6,4,5,2.4,999.0,True,False,3,1024.0,-1.0,1,0,2,1
1,15.6,8,5,2.62,985.0,False,False,3,256.0,-1.0,3,0,2,1
1,15.6,8,5,2.24,1339.0,False,False,3,128.0,1024.0,3,1,2,1
0,15.6,8,5,2.08,959.0,False,True,3,256.0,-1.0,3,0,0,1
4,12.0,8,3,0.92,1165.0,True,False,5,512.0,-1.0,0,0,1,1
3,14.0,4,5,1.63,299.0,False,False,0,32.0,-1.0,0,0,1,1
3,15.6,8,5,1.95,810.0,False,False,0,128.0,-1.0,3,0,1,1
0,13.9,8,5,1.38,1349.0,True,True,3,256.0,-1.0,3,0,1,1
3,15.6,8,5,2.0,739.0,False,False,3,256.0,-1.0,3,0,0,1
3,15.6,8,5,2.37,1099.0,False,False,3,256.0,-1.0,3,0,1,1
4,13.3,8,5,1.29,1499.0,False,False,3,256.0,-1.0,3,0,1,1
2,11.6,4,5,1.63,744.0,False,False,0,128.0,-1.0,3,0,1,1
2,12.5,8,5,1.26,1389.0,False,False,0,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.1,780.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,8,5,2.04,629.0,False,False,0,2048.0,-1.0,1,0,0,0
3,15.6,4,5,2.4,609.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,8,5,1.98,961.0,False,False,3,1024.0,-1.0,1,0,2,1
3,15.6,8,5,2.18,789.81,False,False,3,256.0,-1.0,3,0,0,1
2,11.6,4,1,1.23,385.0,False,False,0,16.0,-1.0,0,0,1,1
3,14.0,4,5,1.76,755.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,4,5,2.1,489.9,False,False,0,500.0,-1.0,1,0,1,1
4,14.0,4,5,1.25,1090.0,False,False,0,128.0,-1.0,3,0,1,1
1,15.6,8,5,2.4,1199.0,False,False,3,256.0,-1.0,3,0,2,1
3,14.0,4,5,1.75,499.0,False,False,0,128.0,-1.0,3,0,1,1
0,13.3,8,5,1.1,1358.0,False,True,3,256.0,-1.0,3,0,1,1
3,14.0,4,5,1.76,585.0,False,False,0,500.0,-1.0,1,0,1,1
2,11.6,4,1,1.35,355.0,True,False,0,32.0,-1.0,0,0,1,1
3,14.0,8,5,1.5,619.0,True,False,3,128.0,-1.0,3,0,1,1
3,15.6,4,2,2.1,519.0,False,False,3,1024.0,-1.0,1,0,2,1
3,14.0,8,5,1.7,1186.0,False,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.0,669.0,False,False,0,500.0,-1.0,1,0,1,1
3,14.0,4,1,1.5,325.0,False,False,0,16.0,-1.0,0,0,1,1
3,15.6,8,5,2.3,590.0,False,False,3,128.0,-1.0,1,0,1,1
3,17.3,8,5,2.63,910.0,False,False,2,1024.0,-1.0,1,0,2,1
3,15.6,8,5,2.18,713.99,False,False,0,128.0,-1.0,3,0,1,1
3,15.6,4,5,2.18,739.0,False,False,3,256.0,-1.0,3,0,0,1
0,11.6,4,1,1.4,615.0,False,True,0,32.0,-1.0,0,0,1,1
4,13.3,8,5,1.45,1026.0,True,False,3,512.0,-1.0,3,0,2,1
4,14.0,8,5,1.54,1468.0,False,False,3,512.0,-1.0,3,0,1,1
3,15.6,4,4,1.86,299.0,False,False,0,128.0,-1.0,3,0,1,1
3,17.3,8,2,2.83,865.0,False,False,3,1024.0,-1.0,1,0,0,1
3,15.6,8,5,2.3,787.0,True,False,3,256.0,-1.0,3,0,2,1
3,15.6,8,5,1.9,945.0,False,False,3,128.0,-1.0,3,0,1,1
3,15.6,4,5,2.0,449.0,False,False,0,1024.0,-1.0,1,0,1,1
3,13.3,8,5,1.62,649.0,False,True,3,1024.0,-1.0,1,0,1,1
3,15.6,4,4,2.2,469.0,False,False,3,1024.0,-1.0,1,0,1,1
3,15.6,8,5,2.3,850.66,True,False,3,1024.0,-1.0,1,0,1,1
3,15.6,8,5,1.84,1349.0,False,False,3,256.0,-1.0,3,0,0,1
3,13.3,4,5,1.05,1285.0,False,False,3,128.0,-1.0,3,0,1,1
1,15.6,8,4,2.5,1017.0,True,False,3,1024.0,-1.0,1,0,2,1
3,15.6,4,5,2.07,910.0,False,False,3,500.0,-1.0,1,0,1,1
4,13.3,8,5,1.2,1095.0,False,False,0,256.0,-1.0,3,0,1,1
3,14.0,8,5,1.56,902.0,True,False,3,256.0,-1.0,3,0,1,1
3,15.6,4,5,2.38,1055.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,4,4,2.2,479.0,False,False,3,1024.0,-1.0,1,0,0,1
3,15.6,8,5,2.0,1388.0,True,False,3,256.0,-1.0,3,0,1,1
3,13.3,4,5,1.44,735.0,True,False,3,180.0,-1.0,3,0,1,1
3,15.6,4,2,2.0,398.99,False,False,0,1024.0,-1.0,1,0,1,1
3,15.6,4,5,2.18,912.5,False,False,3,128.0,1024.0,3,1,2,1
3,15.6,4,5,2.04,839.0,False,False,3,256.0,-1.0,3,0,1,1
0,15.6,4,5,2.3,684.8,False,True,0,500.0,-1.0,1,0,1,1
3,14.1,4,5,1.65,348.0,False,False,0,32.0,-1.0,0,0,1,1
3,15.6,8,5,2.2,669.0,True,False,3,1024.0,-1.0,1,0,2,1
3,15.6,4,5,2.2,369.0,False,False,0,500.0,-1.0,1,0,1,1
3,15.6,4,2,2.18,455.7,False,False,0,1024.0,-1.0,1,0,0,1
1,17.3,12,5,2.2,1369.9,False,False,3,128.0,1024.0,3,1,2,1
2,11.6,4,1,1.25,297.0,True,False,0,32.0,-1.0,0,0,1,1
3,17.3,4,5,2.8,379.0,False,False,2,500.0,-1.0,1,0,0,0
